id,nome,instituicao_nome,tipo,nota_ultimo_colocado,distrito,area,peso_secundario,peso_exames,nota_minima_p_ingresso,vagas,history
3160_3163_L153,Engenharia de Redes e Sistemas de Computadores,Instituto Politécnico de Viana do Castelo,publica,13.3,Viana do Castelo,Informática e Dados,0.5,0.5,95.0,74,"[{""year"": 2019, ""nota"": 12.7}, {""year"": 2020, ""nota"": 13.0}, {""year"": 2021, ""nota"": 12.9}, {""year"": 2022, ""nota"": 13.4}, {""year"": 2023, ""nota"": 13.1}, {""year"": 2024, ""nota"": 13.3}]"
3160_3163_L261,Gastronomia e Artes Culinárias,Instituto Politécnico de Viana do Castelo,publica,13.5,Viana do Castelo,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,28,"[{""year"": 2023, ""nota"": 13.4}, {""year"": 2024, ""nota"": 13.5}]"
3160_3163_L362,Tecnologia Alimentar e Nutrição,Instituto Politécnico de Viana do Castelo,publica,,Viana do Castelo,Engenharia e Tecnologia,0.5,0.5,95.0,35,
3160_3164_8464,Gestão da Distribuição e Logística,Instituto Politécnico de Viana do Castelo,publica,13.0,Viana do Castelo,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,35,"[{""year"": 2019, ""nota"": 12.3}, {""year"": 2020, ""nota"": 12.3}, {""year"": 2021, ""nota"": 12.9}, {""year"": 2022, ""nota"": 12.9}, {""year"": 2023, ""nota"": 12.9}, {""year"": 2024, ""nota"": 13.0}]"
3160_3164_8516,Organização e Gestão Empresariais,Instituto Politécnico de Viana do Castelo,publica,14.8,Viana do Castelo,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,35,"[{""year"": 2019, ""nota"": 13.5}, {""year"": 2020, ""nota"": 13.8}, {""year"": 2021, ""nota"": 13.8}, {""year"": 2022, ""nota"": 13.9}, {""year"": 2023, ""nota"": 14.2}, {""year"": 2024, ""nota"": 14.8}]"
3160_3164_9498,Contabilidade e Fiscalidade,Instituto Politécnico de Viana do Castelo,publica,14.0,Viana do Castelo,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,40,"[{""year"": 2019, ""nota"": 12.9}, {""year"": 2020, ""nota"": 13.2}, {""year"": 2021, ""nota"": 13.6}, {""year"": 2022, ""nota"": 13.6}, {""year"": 2023, ""nota"": 13.9}, {""year"": 2024, ""nota"": 14.0}]"
3160_3164_L366,Marketing e Comunicação Empresariais,Instituto Politécnico de Viana do Castelo,publica,,Viana do Castelo,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,55,
3160_3165_9731,Desporto e Lazer,Instituto Politécnico de Viana do Castelo,publica,14.0,Viana do Castelo,Educação e Desporto,0.5,0.5,100.0,90,"[{""year"": 2019, ""nota"": 12.5}, {""year"": 2020, ""nota"": 13.7}, {""year"": 2021, ""nota"": 13.9}, {""year"": 2022, ""nota"": 14.0}, {""year"": 2023, ""nota"": 14.1}, {""year"": 2024, ""nota"": 14.0}]"
3160_3165_L375,Animação Desportiva e Turismo Ativo,Instituto Politécnico de Viana do Castelo,publica,,Viana do Castelo,Outros,,,95.0,,
3160_7075_9500,Enfermagem,Instituto Politécnico de Viana do Castelo,publica,14.6,Viana do Castelo,Ciências da Vida e Saúde,0.5,0.5,100.0,86,"[{""year"": 2019, ""nota"": 13.6}, {""year"": 2020, ""nota"": 15.6}, {""year"": 2021, ""nota"": 16.3}, {""year"": 2022, ""nota"": 15.2}, {""year"": 2023, ""nota"": 15.2}, {""year"": 2024, ""nota"": 14.6}]"
3180_3181_9054,Comunicação Social,Instituto Politécnico de Viseu,publica,14.0,Viseu,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,97,"[{""year"": 2019, ""nota"": 13.0}, {""year"": 2020, ""nota"": 13.0}, {""year"": 2021, ""nota"": 13.5}, {""year"": 2022, ""nota"": 14.1}, {""year"": 2023, ""nota"": 14.1}, {""year"": 2024, ""nota"": 14.0}]"
3180_3181_9084,Educação Social,Instituto Politécnico de Viseu,publica,13.3,Viseu,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,90,"[{""year"": 2019, ""nota"": 12.1}, {""year"": 2020, ""nota"": 13.1}, {""year"": 2021, ""nota"": 13.6}, {""year"": 2022, ""nota"": 13.5}, {""year"": 2023, ""nota"": 13.8}, {""year"": 2024, ""nota"": 13.3}]"
3180_3181_9347,Artes Plásticas e Multimédia,Instituto Politécnico de Viseu,publica,14.6,Viseu,Artes e Design,0.5,0.5,95.0,63,"[{""year"": 2019, ""nota"": 13.3}, {""year"": 2020, ""nota"": 13.8}, {""year"": 2021, ""nota"": 14.1}, {""year"": 2022, ""nota"": 14.3}, {""year"": 2023, ""nota"": 13.5}, {""year"": 2024, ""nota"": 14.6}]"
3180_3181_9681,Artes Performativas,Instituto Politécnico de Viseu,publica,13.3,Viseu,Artes e Design,0.5,0.5,95.0,41,"[{""year"": 2024, ""nota"": 13.3}]"
3180_3181_9850,Desporto e Atividade Física,Instituto Politécnico de Viseu,publica,14.5,Viseu,Educação e Desporto,0.5,0.5,95.0,53,"[{""year"": 2019, ""nota"": 13.2}, {""year"": 2020, ""nota"": 14.2}, {""year"": 2021, ""nota"": 14.2}, {""year"": 2022, ""nota"": 14.3}, {""year"": 2023, ""nota"": 14.4}, {""year"": 2024, ""nota"": 14.5}]"
3180_3181_9853,Educação Básica,Instituto Politécnico de Viseu,publica,14.5,Viseu,Educação e Desporto,0.5,0.5,95.0,80,"[{""year"": 2019, ""nota"": 12.7}, {""year"": 2020, ""nota"": 12.8}, {""year"": 2021, ""nota"": 13.1}, {""year"": 2022, ""nota"": 13.7}, {""year"": 2023, ""nota"": 14.1}, {""year"": 2024, ""nota"": 14.5}]"
3180_3181_9930,Publicidade e Relações Públicas,Instituto Politécnico de Viseu,publica,13.8,Viseu,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,70,"[{""year"": 2019, ""nota"": 12.6}, {""year"": 2020, ""nota"": 13.0}, {""year"": 2021, ""nota"": 13.7}, {""year"": 2022, ""nota"": 13.5}, {""year"": 2023, ""nota"": 14.0}, {""year"": 2024, ""nota"": 13.8}]"
3180_3182_8296,Gestão Industrial,Instituto Politécnico de Viseu,publica,12.9,Viseu,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,55,"[{""year"": 2019, ""nota"": 11.8}, {""year"": 2020, ""nota"": 12.2}, {""year"": 2021, ""nota"": 12.6}, {""year"": 2022, ""nota"": 12.8}, {""year"": 2023, ""nota"": 13.3}, {""year"": 2024, ""nota"": 12.9}]"
3180_3182_8517,Tecnologia e Design de Mobiliário,Instituto Politécnico de Viseu,publica,13.2,Viseu,Artes e Design,0.5,0.5,95.0,60,"[{""year"": 2019, ""nota"": 14.8}, {""year"": 2020, ""nota"": 13.7}, {""year"": 2021, ""nota"": 13.3}, {""year"": 2022, ""nota"": 13.5}, {""year"": 2023, ""nota"": 13.7}, {""year"": 2024, ""nota"": 13.2}]"
3180_3182_9056,Contabilidade,Instituto Politécnico de Viseu,publica,14.1,Viseu,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,50,"[{""year"": 2019, ""nota"": 12.8}, {""year"": 2020, ""nota"": 13.4}, {""year"": 2021, ""nota"": 13.3}, {""year"": 2022, ""nota"": 14.0}, {""year"": 2023, ""nota"": 13.9}, {""year"": 2024, ""nota"": 14.1}]"
3180_3182_9089,Engenharia Civil,Instituto Politécnico de Viseu,publica,14.0,Viseu,Ciências da Vida e Saúde,0.5,0.5,95.0,66,"[{""year"": 2020, ""nota"": 12.1}, {""year"": 2021, ""nota"": 16.5}, {""year"": 2022, ""nota"": 13.1}, {""year"": 2023, ""nota"": 14.7}, {""year"": 2024, ""nota"": 14.0}]"
3180_3182_9109,Engenharia Electrotécnica,Instituto Politécnico de Viseu,publica,14.8,Viseu,Engenharia e Tecnologia,0.5,0.5,95.0,68,"[{""year"": 2019, ""nota"": 13.3}, {""year"": 2020, ""nota"": 13.6}, {""year"": 2021, ""nota"": 15.6}, {""year"": 2022, ""nota"": 14.8}, {""year"": 2023, ""nota"": 13.3}, {""year"": 2024, ""nota"": 14.8}]"
3180_3182_9119,Engenharia Informática,Instituto Politécnico de Viseu,publica,15.7,Viseu,Engenharia e Tecnologia,0.5,0.5,95.0,130,"[{""year"": 2019, ""nota"": 13.2}, {""year"": 2020, ""nota"": 14.3}, {""year"": 2021, ""nota"": 13.7}, {""year"": 2022, ""nota"": 14.4}, {""year"": 2023, ""nota"": 14.8}, {""year"": 2024, ""nota"": 15.7}]"
3180_3182_9123,Engenharia Mecânica,Instituto Politécnico de Viseu,publica,14.2,Viseu,Engenharia e Tecnologia,0.5,0.5,95.0,70,"[{""year"": 2019, ""nota"": 13.2}, {""year"": 2020, ""nota"": 13.9}, {""year"": 2021, ""nota"": 14.0}, {""year"": 2022, ""nota"": 14.0}, {""year"": 2023, ""nota"": 13.9}, {""year"": 2024, ""nota"": 14.2}]"
3180_3182_9152,Gestão de Empresas,Instituto Politécnico de Viseu,publica,15.2,Viseu,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,89,"[{""year"": 2019, ""nota"": 13.4}, {""year"": 2020, ""nota"": 14.2}, {""year"": 2021, ""nota"": 14.8}, {""year"": 2022, ""nota"": 14.8}, {""year"": 2023, ""nota"": 14.9}, {""year"": 2024, ""nota"": 15.2}]"
3180_3182_9205,Marketing,Instituto Politécnico de Viseu,publica,14.8,Viseu,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,63,"[{""year"": 2019, ""nota"": 13.2}, {""year"": 2020, ""nota"": 13.6}, {""year"": 2021, ""nota"": 14.6}, {""year"": 2022, ""nota"": 14.7}, {""year"": 2023, ""nota"": 14.9}, {""year"": 2024, ""nota"": 14.8}]"
3180_3182_9254,Turismo,Instituto Politécnico de Viseu,publica,13.1,Viseu,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,68,"[{""year"": 2019, ""nota"": 12.8}, {""year"": 2020, ""nota"": 13.9}, {""year"": 2021, ""nota"": 13.2}, {""year"": 2022, ""nota"": 13.3}, {""year"": 2023, ""nota"": 13.3}, {""year"": 2024, ""nota"": 13.1}]"
3180_3182_9491,Tecnologias e Design de Multimédia,Instituto Politécnico de Viseu,publica,13.8,Viseu,Artes e Design,0.5,0.5,95.0,63,"[{""year"": 2019, ""nota"": 12.7}, {""year"": 2020, ""nota"": 13.0}, {""year"": 2021, ""nota"": 13.7}, {""year"": 2022, ""nota"": 13.7}, {""year"": 2023, ""nota"": 13.4}, {""year"": 2024, ""nota"": 13.8}]"
3180_3182_9709,Ciências e Tecnologia do Ambiente,Instituto Politécnico de Viseu,publica,9.7,Viseu,Ciências da Vida e Saúde,0.5,0.5,95.0,57,"[{""year"": 2024, ""nota"": 9.7}]"
3180_3182_9994,Gestão de Empresas (regime pós-laboral),Instituto Politécnico de Viseu,publica,13.0,Viseu,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,69,"[{""year"": 2019, ""nota"": 11.5}, {""year"": 2020, ""nota"": 11.9}, {""year"": 2021, ""nota"": 12.5}, {""year"": 2022, ""nota"": 12.5}, {""year"": 2023, ""nota"": 12.6}, {""year"": 2024, ""nota"": 13.0}]"
3180_3185_9016,Biotecnologia,Instituto Politécnico de Viseu,publica,13.7,Viseu,Engenharia e Tecnologia,0.5,0.5,95.0,40,"[{""year"": 2023, ""nota"": 13.5}, {""year"": 2024, ""nota"": 13.7}]"
3180_3185_9085,Enfermagem Veterinária,Instituto Politécnico de Viseu,publica,14.2,Viseu,Ciências da Vida e Saúde,0.5,0.5,95.0,60,"[{""year"": 2019, ""nota"": 12.9}, {""year"": 2020, ""nota"": 14.4}, {""year"": 2021, ""nota"": 14.6}, {""year"": 2022, ""nota"": 14.6}, {""year"": 2023, ""nota"": 14.2}, {""year"": 2024, ""nota"": 14.2}]"
3180_3185_9087,Engenharia Alimentar,Instituto Politécnico de Viseu,publica,14.4,Viseu,Engenharia e Tecnologia,0.5,0.5,95.0,40,"[{""year"": 2024, ""nota"": 14.4}]"
3180_3185_9129,Engenharia Zootécnica,Instituto Politécnico de Viseu,publica,13.9,Viseu,Ciências da Vida e Saúde,0.5,0.5,95.0,40,"[{""year"": 2020, ""nota"": 12.4}, {""year"": 2021, ""nota"": 13.1}, {""year"": 2022, ""nota"": 12.6}, {""year"": 2023, ""nota"": 12.5}, {""year"": 2024, ""nota"": 13.9}]"
3180_3186_9122,Engenharia Informática e Telecomunicações,Instituto Politécnico de Viseu,publica,13.2,Viseu,Engenharia e Tecnologia,0.5,0.5,95.0,50,"[{""year"": 2019, ""nota"": 11.3}, {""year"": 2020, ""nota"": 12.7}, {""year"": 2021, ""nota"": 13.7}, {""year"": 2022, ""nota"": 12.9}, {""year"": 2023, ""nota"": 12.8}, {""year"": 2024, ""nota"": 13.2}]"
3180_3186_9168,Gestão e Informática,Instituto Politécnico de Viseu,publica,13.2,Viseu,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,40,"[{""year"": 2019, ""nota"": 11.6}, {""year"": 2020, ""nota"": 12.8}, {""year"": 2021, ""nota"": 12.9}, {""year"": 2022, ""nota"": 12.9}, {""year"": 2023, ""nota"": 13.1}, {""year"": 2024, ""nota"": 13.2}]"
3180_3186_9179,"Gestão Turística, Cultural e Patrimonial",Instituto Politécnico de Viseu,publica,13.8,Viseu,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,40,"[{""year"": 2019, ""nota"": 12.1}, {""year"": 2020, ""nota"": 12.8}, {""year"": 2021, ""nota"": 13.3}, {""year"": 2022, ""nota"": 13.0}, {""year"": 2023, ""nota"": 13.5}, {""year"": 2024, ""nota"": 13.8}]"
3180_3186_9238,Serviço Social,Instituto Politécnico de Viseu,publica,13.5,Viseu,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,60,"[{""year"": 2019, ""nota"": 12.4}, {""year"": 2020, ""nota"": 13.3}, {""year"": 2021, ""nota"": 14.1}, {""year"": 2022, ""nota"": 14.1}, {""year"": 2023, ""nota"": 14.2}, {""year"": 2024, ""nota"": 13.5}]"
3180_3186_L021,Gestão Comercial,Instituto Politécnico de Viseu,publica,13.2,Viseu,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,43,"[{""year"": 2022, ""nota"": 12.7}, {""year"": 2023, ""nota"": 12.8}, {""year"": 2024, ""nota"": 13.2}]"
3180_3186_L116,Secretariado de Administração,Instituto Politécnico de Viseu,publica,12.4,Viseu,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,56,"[{""year"": 2019, ""nota"": 11.9}, {""year"": 2020, ""nota"": 12.6}, {""year"": 2021, ""nota"": 13.2}, {""year"": 2022, ""nota"": 13.1}, {""year"": 2023, ""nota"": 12.8}, {""year"": 2024, ""nota"": 12.4}]"
3180_7085_9500,Enfermagem,Instituto Politécnico de Viseu,publica,14.1,Viseu,Ciências da Vida e Saúde,0.5,0.5,95.0,102,"[{""year"": 2019, ""nota"": 13.7}, {""year"": 2020, ""nota"": 14.7}, {""year"": 2021, ""nota"": 15.6}, {""year"": 2022, ""nota"": 14.9}, {""year"": 2023, ""nota"": 14.8}, {""year"": 2024, ""nota"": 14.1}]"
3240_3241_9056,Contabilidade,Instituto Politécnico de Tomar,publica,13.6,Santarém,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,25,"[{""year"": 2019, ""nota"": 12.2}, {""year"": 2020, ""nota"": 12.8}, {""year"": 2021, ""nota"": 12.9}, {""year"": 2022, ""nota"": 13.3}, {""year"": 2023, ""nota"": 12.8}, {""year"": 2024, ""nota"": 13.6}]"
3240_3241_9152,Gestão de Empresas,Instituto Politécnico de Tomar,publica,13.0,Santarém,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,60,"[{""year"": 2019, ""nota"": 12.0}, {""year"": 2020, ""nota"": 12.2}, {""year"": 2021, ""nota"": 13.1}, {""year"": 2022, ""nota"": 13.1}, {""year"": 2023, ""nota"": 12.9}, {""year"": 2024, ""nota"": 13.0}]"
3240_3241_9640,Gestão de Recursos Humanos e Comportamento Organizacional,Instituto Politécnico de Tomar,publica,13.7,Santarém,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,45,"[{""year"": 2019, ""nota"": 12.4}, {""year"": 2020, ""nota"": 13.5}, {""year"": 2021, ""nota"": 13.3}, {""year"": 2022, ""nota"": 13.5}, {""year"": 2023, ""nota"": 13.7}, {""year"": 2024, ""nota"": 13.7}]"
3240_3241_L207,Turismo e Gestão do Património Cultural,Instituto Politécnico de Tomar,publica,12.5,Santarém,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,40,"[{""year"": 2020, ""nota"": 12.9}, {""year"": 2021, ""nota"": 12.9}, {""year"": 2022, ""nota"": 13.0}, {""year"": 2023, ""nota"": 13.7}, {""year"": 2024, ""nota"": 12.5}]"
3240_3242_9112,Engenharia Electrotécnica e de Computadores,Instituto Politécnico de Tomar,publica,15.4,Santarém,Engenharia e Tecnologia,0.5,0.5,95.0,40,"[{""year"": 2024, ""nota"": 15.4}]"
3240_3242_9119,Engenharia Informática,Instituto Politécnico de Tomar,publica,13.3,Santarém,Engenharia e Tecnologia,0.5,0.5,95.0,70,"[{""year"": 2019, ""nota"": 12.9}, {""year"": 2020, ""nota"": 13.2}, {""year"": 2021, ""nota"": 13.5}, {""year"": 2022, ""nota"": 13.8}, {""year"": 2023, ""nota"": 13.4}, {""year"": 2024, ""nota"": 13.3}]"
3240_3242_9380,Conservação e Restauro,Instituto Politécnico de Tomar,publica,15.1,Santarém,Artes e Design,0.5,0.5,95.0,35,"[{""year"": 2019, ""nota"": 13.3}, {""year"": 2020, ""nota"": 13.9}, {""year"": 2021, ""nota"": 15.0}, {""year"": 2022, ""nota"": 14.6}, {""year"": 2023, ""nota"": 14.8}, {""year"": 2024, ""nota"": 15.1}]"
3240_3242_9644,Design e Tecnologia das Artes Gráficas,Instituto Politécnico de Tomar,publica,13.9,Santarém,Artes e Design,0.5,0.5,95.0,45,"[{""year"": 2019, ""nota"": 12.3}, {""year"": 2020, ""nota"": 13.6}, {""year"": 2021, ""nota"": 13.8}, {""year"": 2022, ""nota"": 13.7}, {""year"": 2023, ""nota"": 13.7}, {""year"": 2024, ""nota"": 13.9}]"
3240_3242_9645,Fotografia,Instituto Politécnico de Tomar,publica,14.1,Santarém,Artes e Design,0.5,0.5,95.0,30,"[{""year"": 2019, ""nota"": 12.6}, {""year"": 2020, ""nota"": 13.8}, {""year"": 2021, ""nota"": 13.3}, {""year"": 2022, ""nota"": 13.3}, {""year"": 2023, ""nota"": 13.6}, {""year"": 2024, ""nota"": 14.1}]"
3240_3242_L142,Tecnologia Química,Instituto Politécnico de Tomar,publica,13.5,Santarém,Engenharia e Tecnologia,0.5,0.5,95.0,25,"[{""year"": 2020, ""nota"": 12.9}, {""year"": 2021, ""nota"": 13.1}, {""year"": 2022, ""nota"": 13.1}, {""year"": 2023, ""nota"": 13.4}, {""year"": 2024, ""nota"": 13.5}]"
3240_3243_9123,Engenharia Mecânica,Instituto Politécnico de Tomar,publica,12.7,Santarém,Engenharia e Tecnologia,0.5,0.5,95.0,25,"[{""year"": 2024, ""nota"": 12.7}]"
3240_3243_L143,Informática e Tecnologias Multimédia,Instituto Politécnico de Tomar,publica,13.2,Santarém,Informática e Dados,0.5,0.5,95.0,30,"[{""year"": 2020, ""nota"": 12.8}, {""year"": 2021, ""nota"": 14.7}, {""year"": 2022, ""nota"": 12.3}, {""year"": 2023, ""nota"": 14.9}, {""year"": 2024, ""nota"": 13.2}]"
3240_3243_L297,Comunicação Social: Jornalismo e Comunicação Empresarial,Instituto Politécnico de Tomar,publica,13.8,Santarém,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,40,"[{""year"": 2023, ""nota"": 13.2}, {""year"": 2024, ""nota"": 13.8}]"
3240_3243_L371,Cinema e Média Digitais,Instituto Politécnico de Tomar,publica,,Santarém,Artes e Design,0.5,0.5,95.0,25,
6800_6800_8014,Serviço Social (regime pós-laboral),ISCTE - Instituto Universitário de Lisboa,publica,15.0,Lisboa,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,32,"[{""year"": 2019, ""nota"": 14.7}, {""year"": 2020, ""nota"": 15.1}, {""year"": 2021, ""nota"": 15.1}, {""year"": 2022, ""nota"": 15.0}, {""year"": 2023, ""nota"": 14.6}, {""year"": 2024, ""nota"": 15.0}]"
6800_6800_8029,Finanças e Contabilidade,ISCTE - Instituto Universitário de Lisboa,publica,16.5,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,98,"[{""year"": 2019, ""nota"": 16.1}, {""year"": 2020, ""nota"": 16.9}, {""year"": 2021, ""nota"": 16.2}, {""year"": 2022, ""nota"": 16.5}, {""year"": 2023, ""nota"": 16.1}, {""year"": 2024, ""nota"": 16.5}]"
6800_6800_8109,Sociologia (regime pós-laboral),ISCTE - Instituto Universitário de Lisboa,publica,14.0,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,61,"[{""year"": 2019, ""nota"": 13.4}, {""year"": 2020, ""nota"": 13.8}, {""year"": 2021, ""nota"": 14.4}, {""year"": 2022, ""nota"": 14.2}, {""year"": 2023, ""nota"": 14.1}, {""year"": 2024, ""nota"": 14.0}]"
6800_6800_8366,Informática e Gestão de Empresas (regime pós-laboral),ISCTE - Instituto Universitário de Lisboa,publica,15.6,Lisboa,Informática e Dados,0.5,0.5,95.0,54,"[{""year"": 2019, ""nota"": 14.7}, {""year"": 2020, ""nota"": 15.9}, {""year"": 2021, ""nota"": 14.1}, {""year"": 2022, ""nota"": 15.2}, {""year"": 2023, ""nota"": 15.1}, {""year"": 2024, ""nota"": 15.6}]"
6800_6800_9019,Ciência Política,ISCTE - Instituto Universitário de Lisboa,publica,16.9,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,65,"[{""year"": 2019, ""nota"": 15.9}, {""year"": 2020, ""nota"": 16.6}, {""year"": 2021, ""nota"": 16.5}, {""year"": 2022, ""nota"": 16.4}, {""year"": 2023, ""nota"": 16.4}, {""year"": 2024, ""nota"": 16.9}]"
6800_6800_9081,Economia,ISCTE - Instituto Universitário de Lisboa,publica,16.9,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,106,"[{""year"": 2019, ""nota"": 16.7}, {""year"": 2020, ""nota"": 17.3}, {""year"": 2021, ""nota"": 17.1}, {""year"": 2022, ""nota"": 16.9}, {""year"": 2023, ""nota"": 16.5}, {""year"": 2024, ""nota"": 16.9}]"
6800_6800_9098,Engenharia de Telecomunicações e Informática,ISCTE - Instituto Universitário de Lisboa,publica,14.1,Lisboa,Engenharia e Tecnologia,0.5,0.5,95.0,90,"[{""year"": 2019, ""nota"": 13.8}, {""year"": 2020, ""nota"": 14.5}, {""year"": 2021, ""nota"": 14.5}, {""year"": 2022, ""nota"": 14.2}, {""year"": 2023, ""nota"": 14.2}, {""year"": 2024, ""nota"": 14.1}]"
6800_6800_9119,Engenharia Informática,ISCTE - Instituto Universitário de Lisboa,publica,16.9,Lisboa,Engenharia e Tecnologia,0.5,0.5,95.0,114,"[{""year"": 2019, ""nota"": 16.2}, {""year"": 2020, ""nota"": 17.3}, {""year"": 2021, ""nota"": 16.3}, {""year"": 2022, ""nota"": 17.1}, {""year"": 2023, ""nota"": 16.7}, {""year"": 2024, ""nota"": 16.9}]"
6800_6800_9147,Gestão,ISCTE - Instituto Universitário de Lisboa,publica,17.3,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,282,"[{""year"": 2019, ""nota"": 16.8}, {""year"": 2020, ""nota"": 17.6}, {""year"": 2021, ""nota"": 17.2}, {""year"": 2022, ""nota"": 17.4}, {""year"": 2023, ""nota"": 16.9}, {""year"": 2024, ""nota"": 17.3}]"
6800_6800_9156,Gestão de Marketing,ISCTE - Instituto Universitário de Lisboa,publica,17.1,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,58,"[{""year"": 2019, ""nota"": 16.3}, {""year"": 2020, ""nota"": 16.9}, {""year"": 2021, ""nota"": 16.5}, {""year"": 2022, ""nota"": 16.9}, {""year"": 2023, ""nota"": 16.4}, {""year"": 2024, ""nota"": 17.1}]"
6800_6800_9157,Gestão de Recursos Humanos,ISCTE - Instituto Universitário de Lisboa,publica,17.0,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,60,"[{""year"": 2019, ""nota"": 16.6}, {""year"": 2020, ""nota"": 16.5}, {""year"": 2021, ""nota"": 17.3}, {""year"": 2022, ""nota"": 17.2}, {""year"": 2023, ""nota"": 17.0}, {""year"": 2024, ""nota"": 17.0}]"
6800_6800_9189,Informática e Gestão de Empresas,ISCTE - Instituto Universitário de Lisboa,publica,16.6,Lisboa,Informática e Dados,0.5,0.5,95.0,86,"[{""year"": 2019, ""nota"": 15.6}, {""year"": 2020, ""nota"": 16.6}, {""year"": 2021, ""nota"": 15.8}, {""year"": 2022, ""nota"": 16.4}, {""year"": 2023, ""nota"": 16.5}, {""year"": 2024, ""nota"": 16.6}]"
6800_6800_9219,Psicologia,ISCTE - Instituto Universitário de Lisboa,publica,17.4,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,135,"[{""year"": 2019, ""nota"": 16.0}, {""year"": 2020, ""nota"": 17.1}, {""year"": 2021, ""nota"": 17.2}, {""year"": 2022, ""nota"": 17.3}, {""year"": 2023, ""nota"": 17.4}, {""year"": 2024, ""nota"": 17.4}]"
6800_6800_9238,Serviço Social,ISCTE - Instituto Universitário de Lisboa,publica,16.2,Lisboa,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,33,"[{""year"": 2023, ""nota"": 15.6}, {""year"": 2024, ""nota"": 16.2}]"
6800_6800_9240,Sociologia,ISCTE - Instituto Universitário de Lisboa,publica,15.6,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,89,"[{""year"": 2019, ""nota"": 14.8}, {""year"": 2020, ""nota"": 15.6}, {""year"": 2021, ""nota"": 15.7}, {""year"": 2022, ""nota"": 15.7}, {""year"": 2023, ""nota"": 15.9}, {""year"": 2024, ""nota"": 15.6}]"
6800_6800_9257,Arquitetura,ISCTE - Instituto Universitário de Lisboa,publica,17.1,Lisboa,Ciências da Vida e Saúde,0.5,0.5,95.0,73,"[{""year"": 2019, ""nota"": 16.4}, {""year"": 2020, ""nota"": 16.8}, {""year"": 2021, ""nota"": 17.2}, {""year"": 2022, ""nota"": 17.0}, {""year"": 2023, ""nota"": 16.8}, {""year"": 2024, ""nota"": 17.1}]"
6800_6800_9448,Antropologia,ISCTE - Instituto Universitário de Lisboa,publica,14.2,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,50,"[{""year"": 2019, ""nota"": 13.3}, {""year"": 2020, ""nota"": 14.7}, {""year"": 2021, ""nota"": 15.0}, {""year"": 2022, ""nota"": 14.7}, {""year"": 2023, ""nota"": 14.8}, {""year"": 2024, ""nota"": 14.2}]"
6800_6800_9885,Engenharia Informática (regime pós-laboral),ISCTE - Instituto Universitário de Lisboa,publica,15.3,Lisboa,Engenharia e Tecnologia,0.5,0.5,95.0,56,"[{""year"": 2019, ""nota"": 14.5}, {""year"": 2020, ""nota"": 15.7}, {""year"": 2021, ""nota"": 14.4}, {""year"": 2022, ""nota"": 15.2}, {""year"": 2023, ""nota"": 15.1}, {""year"": 2024, ""nota"": 15.3}]"
6800_6800_9927,História Moderna e Contemporânea,ISCTE - Instituto Universitário de Lisboa,publica,15.2,Lisboa,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,50,"[{""year"": 2019, ""nota"": 14.0}, {""year"": 2020, ""nota"": 14.4}, {""year"": 2021, ""nota"": 15.4}, {""year"": 2022, ""nota"": 15.1}, {""year"": 2023, ""nota"": 15.1}, {""year"": 2024, ""nota"": 15.2}]"
